distance, 6, 2, 12, brute
distance, 4, 4, 31, ball_tree
uniform, 8, 1, 16, brute
uniform, 7, 1, 7, brute
distance, 9, 2, 30, brute
distance, 5, 1, 9, kd_tree
uniform, 5, 1, 9, brute
distance, 9, 1, 11, ball_tree
distance, 7, 1, 7, brute
uniform, 8, 1, 11, brute
distance, 7, 1, 12, kd_tree
distance, 3, 2, 3, kd_tree
uniform, 5, 1, 20, ball_tree
distance, 7, 2, 5, ball_tree
distance, 8, 1, 10, kd_tree
distance, 9, 1, 41, brute
distance, 8, 1, 7, brute
distance, 9, 1, 36, kd_tree
distance, 5, 1, 10, ball_tree
distance, 9, 2, 44, ball_tree
distance, 3, 2, 46, ball_tree
uniform, 3, 3, 17, kd_tree
distance, 9, 1, 12, brute
distance, 4, 1, 38, brute
uniform, 9, 1, 14, ball_tree
uniform, 3, 1, 30, ball_tree
uniform, 7, 1, 35, brute
distance, 8, 1, 11, kd_tree
distance, 3, 3, 13, brute
distance, 4, 4, 41, ball_tree
distance, 8, 2, 49, brute
uniform, 4, 3, 31, brute
distance, 5, 1, 10, brute
distance, 4, 1, 25, kd_tree
distance, 5, 2, 26, ball_tree
uniform, 8, 1, 20, ball_tree
uniform, 7, 1, 20, kd_tree
distance, 5, 2, 17, ball_tree
uniform, 4, 1, 35, brute
distance, 3, 1, 7, kd_tree
uniform, 3, 3, 15, ball_tree
uniform, 9, 1, 38, brute
distance, 8, 1, 19, kd_tree
distance, 7, 1, 14, brute
distance, 3, 2, 33, ball_tree
distance, 4, 1, 28, kd_tree
distance, 6, 2, 15, brute
distance, 6, 2, 13, ball_tree
distance, 3, 2, 43, kd_tree
distance, 5, 2, 31, ball_tree
distance, 3, 1, 10, brute
distance, 3, 4, 19, ball_tree
distance, 7, 2, 44, brute
uniform, 4, 3, 46, kd_tree
uniform, 7, 1, 17, kd_tree
distance, 5, 1, 29, brute
uniform, 9, 1, 30, ball_tree
distance, 5, 1, 11, brute
distance, 3, 2, 42, kd_tree
distance, 3, 4, 16, brute
distance, 5, 1, 30, kd_tree
distance, 6, 2, 8, brute
distance, 4, 3, 31, ball_tree
distance, 5, 2, 29, kd_tree
distance, 8, 1, 6, ball_tree
distance, 6, 1, 45, kd_tree
uniform, 4, 1, 3, brute
uniform, 8, 1, 1, kd_tree
distance, 7, 1, 27, kd_tree
distance, 3, 2, 8, ball_tree
distance, 3, 3, 9, brute
distance, 5, 2, 23, brute
distance, 3, 1, 45, ball_tree
distance, 3, 1, 26, brute
distance, 4, 1, 29, brute
uniform, 5, 1, 37, ball_tree
distance, 7, 2, 3, ball_tree
uniform, 4, 3, 10, kd_tree
distance, 7, 1, 14, ball_tree
distance, 4, 4, 36, ball_tree
uniform, 5, 1, 6, kd_tree
distance, 8, 2, 35, ball_tree
uniform, 5, 1, 7, brute
distance, 8, 2, 36, brute
distance, 9, 2, 26, ball_tree
distance, 6, 1, 48, brute
uniform, 7, 1, 12, ball_tree
distance, 5, 1, 28, ball_tree
uniform, 9, 1, 36, kd_tree
distance, 9, 2, 45, kd_tree
uniform, 4, 1, 31, kd_tree
uniform, 7, 1, 47, ball_tree
distance, 8, 2, 28, kd_tree
distance, 8, 2, 13, ball_tree
uniform, 4, 3, 44, brute
distance, 9, 2, 19, kd_tree
uniform, 9, 1, 29, kd_tree
distance, 4, 3, 11, brute
uniform, 4, 3, 12, kd_tree
uniform, 4, 3, 14, brute
distance, 5, 2, 6, ball_tree
uniform, 6, 1, 31, kd_tree
uniform, 7, 1, 18, brute
uniform, 4, 3, 4, brute
distance, 4, 3, 41, kd_tree
uniform, 4, 1, 9, kd_tree
distance, 4, 2, 7, brute
distance, 5, 1, 15, ball_tree
distance, 3, 1, 29, ball_tree
uniform, 3, 1, 9, ball_tree
distance, 9, 2, 24, kd_tree
distance, 6, 1, 22, kd_tree
distance, 6, 2, 25, ball_tree
distance, 3, 4, 43, ball_tree
distance, 6, 2, 46, kd_tree
distance, 5, 2, 18, ball_tree
distance, 9, 2, 18, brute
distance, 3, 1, 36, kd_tree
distance, 6, 2, 32, brute
uniform, 9, 1, 46, ball_tree
distance, 7, 2, 46, ball_tree
distance, 6, 2, 43, ball_tree
uniform, 7, 1, 6, kd_tree
uniform, 4, 1, 2, kd_tree
distance, 3, 1, 3, ball_tree
uniform, 4, 3, 34, ball_tree
uniform, 6, 1, 38, kd_tree
distance, 3, 2, 27, kd_tree
uniform, 7, 1, 7, kd_tree
distance, 4, 2, 47, brute
distance, 5, 2, 28, brute
distance, 4, 2, 15, kd_tree
distance, 5, 1, 27, brute
distance, 4, 4, 39, brute
distance, 3, 4, 16, ball_tree
distance, 4, 1, 32, kd_tree
distance, 9, 1, 1, brute
distance, 5, 2, 45, ball_tree
uniform, 7, 1, 43, kd_tree
distance, 3, 2, 37, brute
uniform, 9, 1, 25, kd_tree
uniform, 4, 1, 37, ball_tree
distance, 9, 1, 28, brute
uniform, 7, 1, 35, ball_tree
distance, 6, 2, 8, kd_tree
distance, 5, 1, 26, brute
uniform, 3, 3, 29, kd_tree
distance, 3, 4, 21, brute
uniform, 9, 1, 35, brute
distance, 3, 4, 48, ball_tree
uniform, 9, 1, 20, ball_tree
distance, 9, 2, 27, kd_tree
distance, 9, 2, 5, brute
uniform, 8, 1, 35, ball_tree
uniform, 3, 1, 28, brute
distance, 3, 4, 9, ball_tree
distance, 3, 3, 8, ball_tree
uniform, 8, 1, 8, brute
distance, 3, 2, 49, ball_tree
uniform, 4, 3, 39, brute
distance, 7, 2, 46, brute
distance, 5, 1, 48, ball_tree
distance, 3, 3, 28, brute
uniform, 8, 1, 21, brute
distance, 3, 2, 47, kd_tree
distance, 3, 1, 49, kd_tree
uniform, 5, 1, 35, ball_tree
distance, 3, 2, 19, kd_tree
distance, 5, 2, 20, brute
distance, 3, 4, 6, ball_tree
uniform, 8, 1, 7, ball_tree
distance, 4, 4, 36, kd_tree
uniform, 4, 3, 35, kd_tree
distance, 4, 4, 17, kd_tree
distance, 8, 2, 6, brute
distance, 3, 4, 17, kd_tree
distance, 9, 2, 41, kd_tree
distance, 5, 1, 33, brute
distance, 4, 2, 24, ball_tree
uniform, 3, 3, 8, ball_tree
distance, 9, 1, 14, ball_tree
uniform, 9, 1, 47, ball_tree
uniform, 6, 1, 44, ball_tree
distance, 4, 2, 14, brute
uniform, 7, 1, 22, brute
distance, 4, 4, 6, brute
distance, 3, 1, 39, ball_tree
distance, 4, 2, 46, brute
uniform, 8, 1, 38, brute
uniform, 3, 1, 35, ball_tree
uniform, 6, 1, 46, brute
uniform, 4, 3, 28, ball_tree
distance, 4, 4, 46, kd_tree
distance, 9, 1, 4, kd_tree
distance, 3, 2, 32, brute
distance, 8, 2, 19, kd_tree
distance, 9, 1, 44, kd_tree
distance, 3, 3, 48, kd_tree
distance, 4, 3, 48, brute
distance, 7, 2, 38, brute
distance, 4, 3, 33, ball_tree
uniform, 8, 1, 7, brute
distance, 9, 1, 32, brute
distance, 9, 2, 2, kd_tree
distance, 8, 2, 43, ball_tree
distance, 4, 4, 23, ball_tree
distance, 5, 2, 11, ball_tree
distance, 3, 4, 40, kd_tree
uniform, 3, 1, 27, brute
uniform, 7, 1, 38, ball_tree
distance, 4, 1, 30, kd_tree
uniform, 9, 1, 4, ball_tree
distance, 8, 1, 10, brute
distance, 6, 2, 14, brute
uniform, 6, 1, 37, ball_tree
distance, 4, 2, 23, kd_tree
uniform, 4, 3, 28, kd_tree
distance, 8, 2, 16, kd_tree
uniform, 8, 1, 38, ball_tree
distance, 4, 2, 18, kd_tree
uniform, 3, 1, 13, brute
distance, 3, 2, 2, ball_tree
distance, 4, 4, 46, brute
distance, 4, 4, 10, ball_tree
distance, 4, 2, 26, ball_tree
distance, 7, 1, 2, ball_tree
distance, 5, 1, 4, kd_tree
distance, 9, 2, 26, brute
distance, 3, 4, 30, ball_tree
distance, 9, 1, 14, brute
distance, 5, 2, 42, ball_tree
distance, 7, 1, 43, brute
distance, 6, 2, 16, ball_tree
distance, 8, 2, 1, ball_tree
distance, 7, 2, 14, kd_tree
distance, 4, 3, 46, ball_tree
distance, 9, 2, 5, kd_tree
distance, 5, 1, 23, brute
distance, 9, 2, 3, kd_tree
distance, 4, 4, 39, kd_tree
distance, 3, 1, 21, ball_tree
distance, 9, 2, 31, brute
distance, 4, 4, 35, kd_tree
distance, 6, 2, 49, kd_tree
distance, 6, 2, 13, brute
distance, 5, 1, 48, kd_tree
uniform, 5, 1, 23, kd_tree
distance, 4, 2, 27, brute
distance, 9, 2, 10, ball_tree
uniform, 3, 3, 29, ball_tree
uniform, 5, 1, 15, ball_tree
distance, 6, 1, 36, brute
distance, 4, 1, 15, brute
distance, 3, 2, 1, ball_tree
distance, 6, 1, 10, ball_tree
distance, 6, 1, 23, kd_tree
distance, 3, 4, 8, brute
distance, 7, 2, 19, ball_tree
uniform, 6, 1, 26, kd_tree
distance, 8, 2, 29, kd_tree
distance, 6, 2, 9, brute
distance, 3, 2, 33, kd_tree
uniform, 5, 1, 3, brute
distance, 9, 1, 17, ball_tree
distance, 3, 3, 19, kd_tree
uniform, 7, 1, 12, kd_tree
distance, 3, 2, 5, kd_tree
distance, 5, 1, 45, brute
uniform, 5, 1, 5, ball_tree
uniform, 7, 1, 47, kd_tree
uniform, 8, 1, 27, kd_tree
uniform, 7, 1, 5, ball_tree
uniform, 7, 1, 34, kd_tree
uniform, 6, 1, 8, kd_tree
distance, 6, 2, 26, brute
distance, 4, 2, 17, kd_tree
distance, 4, 2, 1, brute
distance, 9, 2, 1, ball_tree
uniform, 3, 1, 48, ball_tree
distance, 3, 1, 39, kd_tree
uniform, 9, 1, 4, brute
distance, 3, 1, 1, ball_tree
distance, 7, 2, 44, ball_tree
distance, 5, 2, 37, ball_tree
distance, 5, 2, 38, kd_tree
distance, 8, 1, 49, brute
distance, 6, 2, 35, kd_tree
distance, 7, 2, 16, ball_tree
distance, 6, 1, 5, ball_tree
distance, 6, 1, 46, kd_tree
distance, 7, 2, 24, kd_tree
distance, 6, 1, 30, ball_tree
distance, 3, 3, 47, kd_tree
distance, 3, 4, 1, ball_tree
distance, 8, 1, 25, kd_tree
uniform, 3, 3, 35, kd_tree
distance, 6, 1, 34, brute
distance, 7, 1, 8, brute
distance, 4, 1, 48, ball_tree
uniform, 6, 1, 1, kd_tree
uniform, 4, 3, 35, brute
distance, 7, 1, 10, ball_tree
distance, 3, 4, 25, brute
distance, 5, 2, 12, kd_tree
uniform, 4, 1, 15, kd_tree
uniform, 4, 1, 42, brute
distance, 6, 1, 4, kd_tree
distance, 7, 1, 2, brute
distance, 5, 1, 11, ball_tree
uniform, 8, 1, 33, brute
distance, 3, 2, 38, ball_tree
uniform, 9, 1, 33, kd_tree
uniform, 4, 3, 23, brute
distance, 9, 1, 40, kd_tree
distance, 4, 2, 36, kd_tree
distance, 7, 2, 22, ball_tree
uniform, 6, 1, 17, brute
distance, 3, 2, 25, ball_tree
uniform, 5, 1, 24, brute
distance, 3, 2, 4, brute
distance, 3, 4, 23, kd_tree
distance, 5, 1, 37, ball_tree
distance, 9, 2, 47, ball_tree
uniform, 8, 1, 48, brute
uniform, 4, 3, 2, kd_tree
uniform, 5, 1, 49, brute
uniform, 9, 1, 7, brute
distance, 5, 2, 37, brute
distance, 4, 2, 26, brute
uniform, 4, 3, 9, brute
uniform, 8, 1, 35, kd_tree
uniform, 3, 1, 46, brute
uniform, 4, 3, 12, ball_tree
distance, 5, 1, 13, ball_tree
distance, 3, 4, 49, brute
uniform, 3, 3, 30, brute
uniform, 3, 3, 48, brute
distance, 3, 4, 19, brute
distance, 4, 2, 2, ball_tree
distance, 3, 4, 31, ball_tree
distance, 4, 2, 4, brute
distance, 4, 1, 3, kd_tree
uniform, 9, 1, 17, ball_tree
uniform, 4, 1, 12, kd_tree
distance, 3, 4, 32, brute
distance, 3, 4, 15, ball_tree
uniform, 6, 1, 14, kd_tree
distance, 4, 4, 33, kd_tree
distance, 3, 4, 35, brute
uniform, 4, 3, 2, ball_tree
distance, 6, 1, 18, kd_tree
distance, 4, 3, 42, brute
distance, 4, 3, 9, kd_tree
uniform, 8, 1, 31, ball_tree
distance, 4, 3, 31, brute
distance, 3, 3, 26, kd_tree
uniform, 6, 1, 7, kd_tree
uniform, 4, 3, 17, brute
distance, 7, 2, 25, kd_tree
distance, 9, 1, 25, ball_tree
uniform, 3, 1, 20, kd_tree
distance, 8, 1, 9, brute
distance, 8, 1, 44, kd_tree
uniform, 5, 1, 33, ball_tree
distance, 6, 2, 44, brute
distance, 6, 2, 30, brute
uniform, 8, 1, 25, kd_tree
distance, 7, 1, 30, ball_tree
distance, 3, 3, 12, kd_tree
distance, 3, 3, 33, kd_tree
distance, 4, 4, 31, kd_tree
distance, 4, 2, 32, brute
distance, 3, 2, 26, ball_tree
distance, 3, 3, 35, kd_tree
distance, 3, 1, 34, ball_tree
distance, 4, 1, 3, ball_tree
uniform, 4, 3, 34, brute
distance, 8, 1, 17, kd_tree
uniform, 3, 3, 29, brute
distance, 5, 2, 25, brute
distance, 4, 3, 33, kd_tree
distance, 4, 1, 4, ball_tree
distance, 4, 1, 1, kd_tree
distance, 4, 2, 47, kd_tree
uniform, 6, 1, 24, kd_tree
uniform, 4, 1, 33, ball_tree
distance, 5, 2, 18, brute
uniform, 8, 1, 6, ball_tree
distance, 4, 1, 35, ball_tree
distance, 3, 1, 27, brute
distance, 4, 4, 1, brute
uniform, 3, 1, 23, kd_tree
uniform, 9, 1, 5, ball_tree
uniform, 5, 1, 22, brute
distance, 4, 4, 20, kd_tree
distance, 9, 2, 11, ball_tree
uniform, 6, 1, 25, kd_tree
distance, 3, 4, 17, ball_tree
distance, 3, 3, 25, kd_tree
distance, 8, 2, 25, ball_tree
distance, 9, 1, 23, kd_tree
uniform, 3, 3, 32, ball_tree
distance, 3, 4, 31, kd_tree
distance, 8, 1, 29, brute
distance, 8, 1, 15, kd_tree
uniform, 5, 1, 37, brute
distance, 3, 3, 3, brute
uniform, 6, 1, 39, kd_tree
distance, 6, 1, 14, kd_tree
distance, 3, 2, 48, ball_tree
distance, 8, 1, 42, ball_tree
distance, 5, 2, 2, kd_tree
distance, 3, 3, 18, brute
distance, 4, 2, 5, brute
distance, 8, 1, 30, ball_tree
uniform, 6, 1, 42, brute
uniform, 4, 1, 27, ball_tree
distance, 3, 3, 44, ball_tree
distance, 9, 1, 18, ball_tree
distance, 4, 2, 21, kd_tree
uniform, 7, 1, 14, kd_tree
uniform, 5, 1, 7, ball_tree
distance, 9, 1, 16, brute
uniform, 8, 1, 2, ball_tree
distance, 3, 4, 14, kd_tree
distance, 7, 2, 26, ball_tree
uniform, 5, 1, 20, brute
distance, 3, 4, 42, kd_tree
distance, 6, 2, 1, kd_tree
distance, 3, 3, 33, ball_tree
distance, 4, 1, 22, brute
distance, 6, 2, 6, brute
uniform, 4, 1, 1, ball_tree
distance, 3, 3, 35, brute
distance, 5, 2, 39, brute
uniform, 3, 1, 29, kd_tree
distance, 4, 4, 37, ball_tree
distance, 4, 3, 10, kd_tree
uniform, 7, 1, 9, brute
distance, 3, 4, 31, brute
distance, 5, 2, 32, ball_tree
distance, 8, 1, 13, ball_tree
distance, 5, 2, 37, kd_tree
distance, 7, 2, 5, brute
uniform, 4, 1, 3, ball_tree
distance, 3, 3, 36, brute
uniform, 7, 1, 1, kd_tree
distance, 9, 2, 21, ball_tree
distance, 4, 1, 44, brute
uniform, 6, 1, 45, brute
distance, 5, 1, 45, kd_tree
distance, 9, 2, 37, brute
distance, 4, 2, 9, kd_tree
uniform, 4, 1, 4, kd_tree
distance, 9, 2, 7, brute
distance, 8, 2, 40, ball_tree
distance, 6, 1, 37, brute
uniform, 8, 1, 15, kd_tree
uniform, 9, 1, 29, brute
distance, 3, 3, 33, brute
distance, 8, 2, 28, brute
uniform, 4, 1, 42, ball_tree
distance, 6, 1, 13, kd_tree
distance, 4, 4, 18, brute
distance, 7, 2, 37, ball_tree
uniform, 4, 1, 31, ball_tree
distance, 4, 3, 1, brute
distance, 8, 1, 14, ball_tree
uniform, 9, 1, 16, brute
distance, 3, 4, 37, brute
uniform, 5, 1, 24, kd_tree
uniform, 5, 1, 25, ball_tree
uniform, 4, 1, 35, ball_tree
distance, 9, 1, 31, ball_tree
distance, 8, 2, 33, kd_tree
uniform, 5, 1, 45, brute
distance, 4, 2, 21, ball_tree
distance, 3, 1, 48, kd_tree
distance, 5, 1, 21, brute
distance, 6, 2, 47, ball_tree
distance, 7, 1, 46, ball_tree
uniform, 3, 1, 44, kd_tree
distance, 7, 1, 18, ball_tree
uniform, 9, 1, 1, kd_tree
distance, 3, 4, 26, kd_tree
distance, 5, 2, 43, ball_tree
distance, 4, 4, 27, brute
uniform, 5, 1, 49, ball_tree
uniform, 5, 1, 3, kd_tree
distance, 7, 1, 26, brute
distance, 3, 4, 41, kd_tree
distance, 8, 2, 40, kd_tree
distance, 4, 3, 42, ball_tree
uniform, 4, 1, 18, kd_tree
distance, 4, 2, 43, ball_tree
distance, 5, 1, 26, kd_tree
distance, 4, 2, 15, ball_tree
uniform, 5, 1, 29, brute
distance, 8, 1, 23, brute
distance, 9, 2, 4, ball_tree
distance, 4, 4, 3, brute
distance, 4, 4, 41, brute
uniform, 3, 1, 46, kd_tree
uniform, 6, 1, 2, ball_tree
distance, 4, 3, 49, brute
uniform, 6, 1, 23, brute
distance, 9, 1, 30, ball_tree
distance, 3, 1, 11, kd_tree
distance, 4, 1, 9, ball_tree
uniform, 3, 1, 10, ball_tree
uniform, 3, 1, 41, brute
distance, 8, 1, 31, brute
distance, 3, 3, 24, brute
distance, 3, 2, 16, kd_tree
uniform, 5, 1, 26, kd_tree
uniform, 3, 1, 45, brute
uniform, 3, 3, 47, kd_tree
distance, 4, 1, 20, ball_tree
uniform, 6, 1, 17, ball_tree
distance, 7, 2, 36, kd_tree
distance, 4, 4, 38, brute
distance, 3, 2, 3, brute
uniform, 8, 1, 30, brute
distance, 5, 1, 40, brute
uniform, 3, 3, 40, brute
distance, 9, 1, 29, kd_tree
distance, 4, 2, 38, ball_tree
distance, 6, 1, 9, brute
distance, 7, 1, 48, brute
distance, 8, 1, 5, kd_tree
uniform, 5, 1, 23, ball_tree
uniform, 3, 1, 25, kd_tree
distance, 3, 1, 40, kd_tree
distance, 3, 3, 34, ball_tree
uniform, 6, 1, 18, ball_tree
distance, 3, 2, 30, brute
distance, 3, 4, 7, ball_tree
distance, 6, 1, 33, kd_tree
distance, 4, 3, 37, kd_tree
uniform, 4, 3, 42, kd_tree
uniform, 9, 1, 12, brute
uniform, 4, 1, 41, ball_tree
distance, 3, 3, 6, brute
distance, 8, 1, 49, kd_tree
distance, 7, 1, 30, kd_tree
distance, 3, 1, 7, brute
distance, 3, 2, 35, ball_tree
distance, 7, 2, 37, brute
distance, 4, 1, 7, brute
distance, 4, 4, 10, brute
distance, 6, 1, 19, brute
uniform, 8, 1, 39, ball_tree
uniform, 8, 1, 26, ball_tree
uniform, 9, 1, 44, ball_tree
